Date,City,Branch,Product,Sales,InventoryLevel (%),CustomerFootfall,EmployeeName,AvgServiceTime,ReturnRate,LoyaltySegment
2025-01-26,Mumbai,Mumbai - Branch 2,Americano,495.08,33,11,Alicia,2.68,0.06,New
2025-03-14,Hyderabad,Hyderabad - Branch 3,Latte,340.07,79,65,Matthew,2.14,0.07,Loyal
2025-05-31,Jaipur,Jaipur - Branch 3,Americano,292.78,39,27,Melissa,6.73,0.03,Returning
2025-04-26,Bangalore,Bangalore - Branch 3,Frappuccino,332.08,73,46,James,4.68,0.0,Returning
2025-04-21,Mumbai,Mumbai - Branch 3,Cold Brew,291.52,38,130,Julie,5.14,0.12,New
2025-06-01,Bangalore,Bangalore - Branch 2,Frappuccino,418.18,45,147,Paige,4.88,0.03,Returning
2025-06-30,Ahmedabad,Ahmedabad - Branch 2,Cappuccino,234.46,45,112,James,5.73,0.03,New
2025-01-28,Chennai,Chennai - Branch 2,Mocha,204.25,35,88,Herbert,5.4,0.07,Loyal
2025-05-18,Ahmedabad,Ahmedabad - Branch 3,Espresso,419.62,44,127,Jason,2.96,0.01,New
2025-06-25,Surat,Surat - Branch 1,Cappuccino,378.14,84,18,Leslie,6.65,0.04,Returning
2025-02-23,Singapore,Singapore - Branch 3,Latte,311.18,64,58,Morgan,2.3,0.01,Loyal
2025-01-27,New York,New York - Branch 3,Americano,531.28,34,193,Joann,5.23,0.05,Loyal
2025-07-01,Mumbai,Mumbai - Branch 3,Cappuccino,542.5,33,174,Anthony,2.85,0.14,Returning
2025-06-14,Ahmedabad,Ahmedabad - Branch 2,Americano,325.73,54,65,Wayne,4.1,0.15,Returning
2025-01-23,Surat,Surat - Branch 2,Frappuccino,374.66,87,193,Holly,5.41,0.05,Loyal
2025-02-27,Chennai,Chennai - Branch 2,Cold Brew,451.04,84,131,Robin,2.53,0.03,Returning
2025-03-03,New York,New York - Branch 1,Cold Brew,372.1,61,92,Diana,4.87,0.03,New
2025-02-24,Pune,Pune - Branch 3,Frappuccino,407.84,58,99,Michele,5.14,0.15,Loyal
2025-04-06,Jaipur,Jaipur - Branch 1,Cold Brew,271.12,91,189,Shawn,6.95,0.08,New
2025-01-18,Jaipur,Jaipur - Branch 1,Cappuccino,366.3,81,36,Norman,4.16,0.14,Returning
2025-04-17,Jaipur,Jaipur - Branch 1,Cappuccino,206.02,42,39,Edgar,5.95,0.14,Returning
2025-06-14,New York,New York - Branch 1,Cappuccino,520.8,72,70,Karen,5.93,0.05,Loyal
2025-05-14,Surat,Surat - Branch 2,Mocha,292.56,71,92,Barbara,4.31,0.04,Loyal
2025-05-03,Kolkata,Kolkata - Branch 2,Frappuccino,203.54,59,12,Morgan,2.96,0.1,New
2025-07-03,Jaipur,Jaipur - Branch 1,Cappuccino,518.3,74,149,Paul,5.22,0.09,Returning
2025-05-20,Hyderabad,Hyderabad - Branch 3,Latte,341.35,94,76,Daniel,2.7,0.06,New
2025-05-05,Kolkata,Kolkata - Branch 1,Espresso,282.55,92,12,John,6.43,0.09,Returning
2025-03-05,Singapore,Singapore - Branch 2,Cappuccino,448.04,90,132,Anthony,6.47,0.13,New
2025-05-14,Ahmedabad,Ahmedabad - Branch 3,Mocha,251.08,58,98,Garrett,3.1,0.06,Loyal
2025-03-11,Kolkata,Kolkata - Branch 1,Mocha,383.65,88,77,Christopher,5.08,0.14,New
2025-05-08,Mumbai,Mumbai - Branch 3,Espresso,171.31,89,192,Ryan,5.97,0.05,New
2025-02-13,Hyderabad,Hyderabad - Branch 2,Mocha,488.32,72,38,Christopher,3.64,0.04,New
2025-04-04,Mumbai,Mumbai - Branch 3,Americano,329.18,67,114,Isabella,1.8,0.06,New
2025-05-05,Dubai,Dubai - Branch 3,Mocha,299.32,46,95,Zachary,1.57,0.08,New
2025-05-15,Jaipur,Jaipur - Branch 2,Mocha,281.29,51,74,Brady,7.0,0.07,Returning
2025-05-09,Singapore,Singapore - Branch 1,Espresso,528.68,88,151,Jessica,6.7,0.14,Loyal
2025-05-15,Chennai,Chennai - Branch 2,Cappuccino,310.83,93,136,Darren,3.45,0.05,Loyal
2025-07-07,Kolkata,Kolkata - Branch 3,Latte,182.84,78,114,Mark,1.6,0.02,Loyal
2025-05-26,Pune,Pune - Branch 3,Latte,368.42,81,91,Fernando,1.78,0.04,Returning
2025-05-23,Pune,Pune - Branch 3,Mocha,216.76,62,17,Nathan,3.54,0.05,New
2025-06-23,Lucknow,Lucknow - Branch 1,Cappuccino,333.24,60,98,Alex,1.79,0.0,New
2025-03-13,Chennai,Chennai - Branch 2,Frappuccino,508.16,58,14,Kevin,2.17,0.07,Loyal
2025-05-07,Ahmedabad,Ahmedabad - Branch 3,Cold Brew,258.05,30,187,Brian,4.79,0.08,Returning
2025-01-30,Hyderabad,Hyderabad - Branch 3,Americano,482.95,44,187,Gregory,6.12,0.03,New
2025-02-14,Chennai,Chennai - Branch 3,Mocha,298.78,79,98,Samantha,5.32,0.02,Returning
2025-04-29,London,London - Branch 2,Frappuccino,365.75,54,97,Brianna,2.12,0.1,Returning
2025-04-10,London,London - Branch 3,Mocha,250.49,98,135,Matthew,3.62,0.15,Returning
2025-05-22,Lucknow,Lucknow - Branch 3,Espresso,195.71,43,116,Tammy,1.75,0.07,New
2025-01-18,Kolkata,Kolkata - Branch 1,Cappuccino,389.79,55,131,David,6.64,0.1,Loyal
2025-05-19,Kolkata,Kolkata - Branch 3,Espresso,336.11,62,80,Scott,3.14,0.1,Returning
2025-01-24,London,London - Branch 2,Americano,205.41,54,186,Joy,4.98,0.08,Returning
2025-01-31,Surat,Surat - Branch 3,Cappuccino,331.74,50,161,Kayla,3.36,0.01,Returning
2025-04-17,Delhi,Delhi - Branch 1,Cold Brew,279.73,66,102,William,2.66,0.01,Loyal
2025-02-20,Dubai,Dubai - Branch 2,Frappuccino,162.35,37,17,Tracy,4.89,0.04,Returning
2025-07-10,Hyderabad,Hyderabad - Branch 3,Mocha,411.98,88,50,Christina,1.92,0.0,New
2025-07-05,Hyderabad,Hyderabad - Branch 2,Mocha,444.16,59,110,Kelsey,1.63,0.14,Returning
2025-01-29,Ahmedabad,Ahmedabad - Branch 1,Americano,350.16,84,184,Luis,2.43,0.07,Loyal
2025-07-08,Hyderabad,Hyderabad - Branch 2,Espresso,216.53,81,117,Christina,2.81,0.1,New
2025-05-15,Dubai,Dubai - Branch 3,Mocha,236.3,70,163,Tina,2.08,0.01,Returning
2025-07-10,Surat,Surat - Branch 2,Americano,290.21,90,113,Wesley,2.9,0.14,Loyal
2025-01-21,London,London - Branch 3,Cold Brew,391.39,54,121,Karen,6.47,0.12,New
2025-01-26,Hyderabad,Hyderabad - Branch 2,Mocha,319.91,32,45,Kevin,6.58,0.0,Loyal
2025-04-09,Ahmedabad,Ahmedabad - Branch 3,Americano,471.43,57,71,Melissa,5.27,0.02,Returning
2025-01-18,Jaipur,Jaipur - Branch 1,Cold Brew,360.15,95,136,Michael,4.95,0.02,Returning
2025-06-22,Bangalore,Bangalore - Branch 2,Latte,289.23,48,187,Karen,6.48,0.07,Returning
2025-03-07,Singapore,Singapore - Branch 1,Americano,542.75,68,78,Nicholas,1.77,0.14,Returning
2025-03-16,Lucknow,Lucknow - Branch 2,Americano,448.51,61,171,Gary,2.64,0.05,Returning
2025-04-14,Jaipur,Jaipur - Branch 3,Espresso,363.58,56,172,Darlene,4.41,0.03,Returning
2025-02-14,Delhi,Delhi - Branch 2,Latte,441.04,45,92,Sean,6.44,0.09,New
2025-04-04,Lucknow,Lucknow - Branch 3,Latte,532.62,45,69,Gina,6.28,0.08,Loyal
2025-03-28,Pune,Pune - Branch 1,Latte,357.83,50,154,Emily,2.31,0.14,Returning
2025-03-05,Chennai,Chennai - Branch 1,Cold Brew,436.23,59,61,Monica,5.81,0.04,New
2025-06-22,Kolkata,Kolkata - Branch 3,Frappuccino,265.17,48,113,Larry,4.71,0.1,Loyal
2025-05-12,Singapore,Singapore - Branch 1,Frappuccino,176.78,81,168,Karen,5.54,0.02,New
2025-03-14,Hyderabad,Hyderabad - Branch 1,Frappuccino,323.58,93,191,Jenna,5.68,0.15,New
2025-03-04,Chennai,Chennai - Branch 1,Mocha,455.14,91,81,Stephanie,1.55,0.15,New
2025-05-12,Jaipur,Jaipur - Branch 3,Cappuccino,378.78,89,93,Natalie,5.03,0.0,Returning
2025-02-25,Lucknow,Lucknow - Branch 2,Cold Brew,150.14,34,197,Joseph,3.43,0.12,Loyal
2025-06-07,Singapore,Singapore - Branch 3,Americano,490.39,52,192,Miranda,1.95,0.11,New
2025-02-22,Dubai,Dubai - Branch 1,Latte,411.3,71,32,Kaitlyn,2.3,0.11,New
2025-06-29,London,London - Branch 3,Cappuccino,291.7,52,34,Kristen,6.96,0.09,Returning
2025-04-21,Surat,Surat - Branch 2,Mocha,506.36,45,71,Sharon,6.25,0.03,Returning
2025-06-19,Ahmedabad,Ahmedabad - Branch 1,Mocha,170.22,79,124,John,4.82,0.03,New
2025-03-08,Surat,Surat - Branch 3,Cold Brew,437.41,36,94,Lisa,2.89,0.12,New
2025-04-23,Singapore,Singapore - Branch 1,Mocha,418.24,71,121,Jessica,3.88,0.07,Loyal
2025-05-29,Bangalore,Bangalore - Branch 1,Latte,229.5,75,153,Jeffrey,6.43,0.0,New
2025-06-27,Lucknow,Lucknow - Branch 3,Espresso,365.2,42,75,John,3.94,0.11,Loyal
2025-03-31,Chennai,Chennai - Branch 2,Cappuccino,471.79,46,77,Joanne,3.71,0.13,Loyal
2025-03-04,Chennai,Chennai - Branch 1,Mocha,369.2,88,27,Gregory,6.11,0.12,Loyal
2025-03-05,Surat,Surat - Branch 1,Cold Brew,368.43,62,11,Samuel,4.11,0.06,New
2025-03-31,Bangalore,Bangalore - Branch 2,Latte,488.39,53,123,Jeffrey,4.25,0.09,New
2025-06-26,Mumbai,Mumbai - Branch 1,Americano,354.9,88,190,Patricia,6.01,0.1,Returning
2025-05-06,Bangalore,Bangalore - Branch 2,Espresso,444.19,68,37,Christopher,5.84,0.03,Returning
2025-06-12,London,London - Branch 3,Cappuccino,387.5,77,126,Jeremy,6.79,0.06,New
2025-01-18,Kolkata,Kolkata - Branch 2,Mocha,328.68,58,105,Caitlin,4.15,0.05,Loyal
2025-03-15,Hyderabad,Hyderabad - Branch 2,Mocha,410.98,54,21,Sarah,2.64,0.14,New
2025-06-16,Hyderabad,Hyderabad - Branch 2,Americano,330.44,56,104,Michael,4.24,0.09,New
2025-04-25,Chennai,Chennai - Branch 3,Mocha,211.03,70,71,Calvin,2.19,0.12,New
2025-05-21,New York,New York - Branch 2,Mocha,306.65,77,53,Steven,6.63,0.05,New
2025-05-06,Bangalore,Bangalore - Branch 2,Espresso,259.41,58,158,Mitchell,5.52,0.12,Loyal
2025-06-11,London,London - Branch 3,Americano,172.45,47,148,Sara,6.05,0.02,Loyal
2025-05-25,Delhi,Delhi - Branch 3,Frappuccino,482.14,47,136,Teresa,3.66,0.11,Returning
2025-04-20,Surat,Surat - Branch 3,Frappuccino,546.79,45,152,Hannah,5.16,0.08,New
2025-04-04,Hyderabad,Hyderabad - Branch 1,Espresso,456.24,67,23,Elizabeth,4.54,0.1,New
2025-04-14,Jaipur,Jaipur - Branch 1,Latte,308.31,89,28,Alyssa,2.99,0.08,New
2025-02-22,Chennai,Chennai - Branch 3,Frappuccino,160.8,99,188,Mark,4.59,0.05,Returning
2025-05-26,Lucknow,Lucknow - Branch 2,Espresso,505.91,74,138,Brittany,4.52,0.13,New
2025-01-20,Pune,Pune - Branch 1,Latte,356.87,93,133,Tyler,2.06,0.11,Returning
2025-04-06,Surat,Surat - Branch 3,Mocha,281.48,86,93,Raven,2.94,0.11,Returning
2025-02-07,Hyderabad,Hyderabad - Branch 2,Espresso,236.07,100,39,Edwin,6.51,0.04,Returning
2025-05-18,London,London - Branch 3,Frappuccino,363.31,68,83,Ronald,6.05,0.13,Loyal
2025-02-27,Lucknow,Lucknow - Branch 1,Americano,387.82,79,106,Thomas,5.35,0.01,New
2025-04-24,Pune,Pune - Branch 1,Latte,465.45,100,80,Ricky,5.23,0.13,New
2025-03-24,Lucknow,Lucknow - Branch 1,Americano,152.58,76,29,Steven,6.6,0.13,New
2025-01-17,Pune,Pune - Branch 1,Mocha,228.51,40,150,Christy,1.67,0.02,New
2025-03-07,Kolkata,Kolkata - Branch 1,Frappuccino,220.93,76,111,Melissa,3.7,0.07,Loyal
2025-06-14,Mumbai,Mumbai - Branch 1,Cold Brew,182.55,57,133,Cole,5.35,0.1,Loyal
2025-07-09,Hyderabad,Hyderabad - Branch 2,Cold Brew,334.5,86,72,Jamie,3.13,0.02,Loyal
2025-03-22,Lucknow,Lucknow - Branch 1,Espresso,169.58,37,60,Nicholas,4.72,0.04,Returning
2025-07-07,Chennai,Chennai - Branch 1,Americano,179.02,61,71,Katie,4.52,0.01,Loyal
2025-03-04,Singapore,Singapore - Branch 3,Cold Brew,453.72,54,76,Geoffrey,3.09,0.08,Returning
2025-06-08,Jaipur,Jaipur - Branch 2,Cold Brew,435.61,74,79,Leslie,2.22,0.02,Loyal
2025-06-22,Jaipur,Jaipur - Branch 2,Mocha,326.96,96,61,Dan,3.55,0.09,Loyal
2025-06-14,Kolkata,Kolkata - Branch 2,Mocha,150.31,59,93,Aaron,6.25,0.06,Loyal
2025-05-22,Bangalore,Bangalore - Branch 2,Mocha,530.02,75,33,Mia,3.18,0.01,New
2025-02-08,Dubai,Dubai - Branch 1,Latte,347.94,74,184,Kiara,6.46,0.12,Returning
2025-03-09,Ahmedabad,Ahmedabad - Branch 1,Latte,414.81,38,85,Ronald,4.59,0.15,Returning
2025-03-14,Delhi,Delhi - Branch 3,Cappuccino,371.58,36,94,Shelby,4.1,0.07,New
2025-02-25,Lucknow,Lucknow - Branch 3,Espresso,394.61,46,118,David,5.28,0.1,Loyal
2025-03-11,Lucknow,Lucknow - Branch 1,Cold Brew,380.24,43,37,Melissa,1.89,0.06,New
2025-02-20,Chennai,Chennai - Branch 1,Cappuccino,532.96,37,45,Mathew,6.32,0.11,New
2025-06-27,Dubai,Dubai - Branch 1,Mocha,231.83,69,24,Mark,4.08,0.05,Returning
2025-05-24,London,London - Branch 1,Americano,491.86,44,156,Johnny,4.6,0.03,New
2025-02-04,Delhi,Delhi - Branch 3,Frappuccino,246.38,77,143,William,2.69,0.12,Loyal
2025-02-04,London,London - Branch 3,Latte,311.65,75,118,Mark,6.18,0.12,Loyal
2025-01-09,Delhi,Delhi - Branch 3,Latte,304.11,88,164,Michael,3.93,0.1,Loyal
2025-02-28,Lucknow,Lucknow - Branch 3,Americano,173.4,61,148,Kenneth,4.43,0.14,Returning
2025-02-23,Kolkata,Kolkata - Branch 2,Cold Brew,489.65,43,118,Daniel,3.63,0.04,Returning
2025-02-04,Chennai,Chennai - Branch 2,Espresso,412.9,48,147,Harry,3.62,0.06,Loyal
2025-05-07,Hyderabad,Hyderabad - Branch 1,Latte,255.74,80,85,Charles,3.29,0.0,Returning
2025-03-05,Delhi,Delhi - Branch 1,Americano,186.52,42,181,Donald,4.87,0.03,Returning
2025-05-09,New York,New York - Branch 3,Mocha,371.48,71,190,Jason,5.64,0.01,New
2025-01-15,Delhi,Delhi - Branch 1,Frappuccino,472.13,47,110,Monique,4.16,0.08,Returning
2025-01-16,Jaipur,Jaipur - Branch 2,Espresso,456.23,72,103,Tammy,2.93,0.15,Returning
2025-04-11,Chennai,Chennai - Branch 1,Americano,450.41,74,36,Tara,3.1,0.05,Loyal
2025-06-15,Lucknow,Lucknow - Branch 3,Cold Brew,154.07,56,67,Christian,1.86,0.13,Loyal
2025-06-06,Singapore,Singapore - Branch 2,Cappuccino,165.75,35,62,Linda,5.93,0.03,New
2025-06-15,Lucknow,Lucknow - Branch 3,Americano,252.88,84,37,Amber,1.91,0.12,Returning
2025-04-08,Mumbai,Mumbai - Branch 2,Latte,178.77,50,101,Julia,4.8,0.05,Returning
2025-04-01,Hyderabad,Hyderabad - Branch 3,Espresso,300.87,48,160,Mary,5.98,0.03,Returning
2025-07-09,Ahmedabad,Ahmedabad - Branch 2,Cappuccino,436.47,47,14,Donald,6.38,0.03,New
2025-04-25,Pune,Pune - Branch 2,Latte,379.25,90,40,Aaron,2.68,0.05,Loyal
2025-04-29,Delhi,Delhi - Branch 1,Frappuccino,456.73,95,86,Lisa,4.46,0.05,New
2025-06-08,Lucknow,Lucknow - Branch 3,Americano,520.04,41,158,Evelyn,5.08,0.04,Returning
2025-02-26,Surat,Surat - Branch 3,Espresso,267.21,36,124,Andrea,4.39,0.02,New
2025-01-09,London,London - Branch 2,Espresso,275.68,84,148,Toni,1.83,0.01,New
2025-04-17,Delhi,Delhi - Branch 1,Latte,394.54,49,55,Brittany,6.77,0.08,Loyal
2025-01-21,London,London - Branch 2,Mocha,433.46,86,66,Kenneth,2.6,0.05,Returning
2025-05-13,London,London - Branch 3,Frappuccino,230.2,74,69,Meghan,6.28,0.06,Returning
2025-04-27,Bangalore,Bangalore - Branch 3,Frappuccino,320.44,62,32,Alan,2.89,0.08,Loyal
2025-05-24,Ahmedabad,Ahmedabad - Branch 3,Cold Brew,262.52,82,130,Lorraine,2.52,0.08,Returning
2025-04-19,Ahmedabad,Ahmedabad - Branch 2,Latte,451.25,96,121,Matthew,4.72,0.03,New
2025-04-21,Mumbai,Mumbai - Branch 1,Espresso,326.44,90,190,Benjamin,3.25,0.15,Returning
2025-03-04,Dubai,Dubai - Branch 1,Espresso,396.77,85,82,Jeremy,4.68,0.13,Loyal
2025-06-01,Chennai,Chennai - Branch 1,Cappuccino,535.16,82,195,Michelle,2.12,0.03,Returning
2025-04-25,Ahmedabad,Ahmedabad - Branch 2,Latte,229.28,71,147,David,5.05,0.08,Returning
2025-05-30,Jaipur,Jaipur - Branch 2,Cold Brew,245.66,35,43,David,6.36,0.09,Loyal
2025-01-24,Kolkata,Kolkata - Branch 2,Espresso,503.07,93,159,Sherry,4.34,0.02,Returning
2025-05-19,Hyderabad,Hyderabad - Branch 1,Espresso,201.75,83,120,Michael,5.24,0.04,Returning
2025-03-21,Singapore,Singapore - Branch 3,Americano,234.49,60,112,William,4.71,0.13,Returning
2025-01-26,Surat,Surat - Branch 2,Cold Brew,460.27,47,120,Tammie,6.94,0.0,Returning
2025-03-07,Bangalore,Bangalore - Branch 3,Frappuccino,407.93,97,130,Jeremiah,5.61,0.15,New
2025-03-11,Dubai,Dubai - Branch 1,Cold Brew,377.71,49,96,Tara,5.15,0.1,Returning
2025-06-30,Pune,Pune - Branch 2,Frappuccino,475.39,34,52,Arthur,5.83,0.13,Returning
2025-01-18,Kolkata,Kolkata - Branch 1,Latte,159.6,58,19,Jonathan,1.52,0.1,Returning
2025-06-27,New York,New York - Branch 1,Americano,407.2,64,14,Chad,5.4,0.13,Returning
2025-06-24,Surat,Surat - Branch 2,Espresso,459.19,50,71,James,6.61,0.01,Returning
2025-06-05,Surat,Surat - Branch 2,Mocha,288.52,40,134,Michelle,6.65,0.03,Loyal
2025-05-17,Lucknow,Lucknow - Branch 1,Latte,324.78,70,192,Francisco,1.97,0.15,Loyal
2025-01-18,Delhi,Delhi - Branch 3,Espresso,483.93,33,114,Henry,1.91,0.05,Returning
2025-04-14,Mumbai,Mumbai - Branch 3,Cold Brew,393.43,43,148,Daniel,6.98,0.1,Loyal
2025-03-21,London,London - Branch 2,Frappuccino,336.9,80,21,Kaitlyn,1.86,0.09,Loyal
2025-05-08,Dubai,Dubai - Branch 3,Americano,473.72,79,157,Melissa,5.54,0.09,New
2025-05-17,Bangalore,Bangalore - Branch 3,Americano,539.76,81,57,Joseph,3.11,0.05,New
2025-06-24,New York,New York - Branch 3,Frappuccino,477.19,71,60,Julie,5.25,0.15,New
2025-01-29,Jaipur,Jaipur - Branch 1,Latte,157.25,70,91,Trevor,6.8,0.15,Returning
2025-03-28,Lucknow,Lucknow - Branch 1,Cold Brew,458.19,58,193,Robert,1.75,0.03,New
2025-06-14,Lucknow,Lucknow - Branch 3,Espresso,486.99,38,121,Emily,5.23,0.12,Returning
2025-01-13,Delhi,Delhi - Branch 3,Americano,210.2,35,92,Andres,2.81,0.1,Loyal
2025-05-23,New York,New York - Branch 3,Cappuccino,173.31,48,91,Ashley,2.93,0.1,New
2025-05-18,Surat,Surat - Branch 2,Cappuccino,529.51,72,190,Tina,6.61,0.06,Loyal
2025-04-24,Ahmedabad,Ahmedabad - Branch 1,Mocha,242.66,33,56,Shannon,2.06,0.01,Loyal
2025-06-27,Bangalore,Bangalore - Branch 3,Cold Brew,302.7,95,197,William,5.1,0.11,Returning
2025-01-30,Pune,Pune - Branch 3,Americano,389.56,61,97,Brooke,2.57,0.03,Returning
2025-06-17,Surat,Surat - Branch 3,Cappuccino,351.07,63,156,Susan,3.99,0.02,Returning
2025-05-04,Singapore,Singapore - Branch 1,Frappuccino,506.45,72,149,Shawn,1.98,0.01,Returning
2025-07-04,Surat,Surat - Branch 2,Americano,247.42,67,190,Jon,4.81,0.11,New
2025-06-29,Surat,Surat - Branch 1,Latte,239.13,56,174,Benjamin,6.35,0.14,Loyal
2025-02-06,Hyderabad,Hyderabad - Branch 1,Mocha,193.23,78,148,Sheri,1.78,0.09,Returning
2025-05-17,Delhi,Delhi - Branch 2,Cappuccino,283.77,91,96,Angela,4.33,0.1,New
2025-03-22,Chennai,Chennai - Branch 2,Latte,226.85,79,182,Brian,1.5,0.11,Loyal
2025-06-26,Surat,Surat - Branch 2,Frappuccino,415.43,55,137,Heather,6.35,0.06,New
2025-06-29,New York,New York - Branch 2,Cappuccino,549.93,59,39,Jeffery,3.05,0.06,Loyal
2025-07-03,Dubai,Dubai - Branch 1,Cold Brew,355.0,39,116,Christine,5.15,0.01,New
2025-06-20,Singapore,Singapore - Branch 1,Americano,476.42,54,30,Matthew,3.25,0.15,New
2025-01-16,New York,New York - Branch 3,Cappuccino,329.75,93,109,Thomas,5.16,0.05,New
2025-01-15,Kolkata,Kolkata - Branch 3,Latte,239.28,51,137,John,5.28,0.09,Loyal
2025-06-16,New York,New York - Branch 3,Espresso,306.06,60,59,Benjamin,2.21,0.15,Loyal
2025-07-03,Chennai,Chennai - Branch 2,Mocha,254.97,65,92,Amy,6.24,0.13,Loyal
2025-04-13,Pune,Pune - Branch 3,Espresso,508.49,90,57,Louis,3.95,0.05,New
2025-05-09,Mumbai,Mumbai - Branch 1,Espresso,539.1,91,126,Elaine,5.89,0.05,Loyal
2025-04-14,Singapore,Singapore - Branch 2,Cold Brew,231.73,87,190,Travis,2.71,0.1,New
2025-03-19,Chennai,Chennai - Branch 3,Frappuccino,443.86,73,19,James,1.98,0.06,Loyal
2025-05-21,Dubai,Dubai - Branch 3,Latte,387.8,98,164,Alexis,1.76,0.06,Loyal
2025-02-16,New York,New York - Branch 3,Cappuccino,446.03,47,50,Betty,2.61,0.03,Loyal
2025-04-16,Kolkata,Kolkata - Branch 2,Frappuccino,250.0,40,109,Scott,4.31,0.05,Returning
2025-05-12,London,London - Branch 1,Frappuccino,396.1,83,62,Katie,3.57,0.12,Loyal
2025-06-09,Dubai,Dubai - Branch 1,Cold Brew,369.38,44,53,Deborah,3.73,0.01,New
2025-01-17,Jaipur,Jaipur - Branch 1,Frappuccino,400.02,49,61,Caroline,5.03,0.06,Returning
2025-04-10,London,London - Branch 3,Espresso,406.88,88,116,Jesse,4.81,0.01,Returning
2025-03-02,Delhi,Delhi - Branch 2,Cold Brew,162.02,41,123,Angel,6.73,0.13,New
2025-03-18,London,London - Branch 2,Latte,434.72,53,118,Joyce,1.62,0.04,Loyal
2025-05-07,Dubai,Dubai - Branch 1,Frappuccino,352.43,72,53,Gregory,5.44,0.11,Returning
2025-03-01,Mumbai,Mumbai - Branch 3,Americano,458.84,92,85,Lisa,3.53,0.06,Loyal
2025-03-31,Delhi,Delhi - Branch 2,Americano,311.36,93,157,Krystal,4.95,0.05,New
2025-02-13,New York,New York - Branch 2,Cappuccino,359.85,93,36,Dana,1.9,0.02,Loyal
2025-04-19,Surat,Surat - Branch 3,Latte,366.0,58,92,Wesley,2.8,0.03,Returning
2025-03-01,Bangalore,Bangalore - Branch 3,Cold Brew,324.11,78,57,Nicole,3.57,0.04,Returning
2025-01-28,Hyderabad,Hyderabad - Branch 1,Frappuccino,328.41,69,145,Bradley,2.53,0.01,Returning
2025-06-22,Surat,Surat - Branch 3,Latte,167.33,60,184,Charles,2.96,0.14,New
2025-02-28,Surat,Surat - Branch 1,Cappuccino,354.33,32,198,Jennifer,6.74,0.08,Loyal
2025-03-25,Singapore,Singapore - Branch 3,Cappuccino,300.59,51,88,Amber,6.33,0.08,New
2025-05-14,Mumbai,Mumbai - Branch 3,Cappuccino,492.77,65,92,Carl,1.81,0.09,Loyal
2025-05-03,Bangalore,Bangalore - Branch 2,Latte,304.34,72,58,Elizabeth,3.4,0.14,Loyal
2025-05-20,Singapore,Singapore - Branch 2,Americano,273.1,49,93,Courtney,3.76,0.03,New
2025-06-27,Mumbai,Mumbai - Branch 2,Cold Brew,360.65,42,64,Kimberly,5.94,0.0,Loyal
2025-03-07,Bangalore,Bangalore - Branch 1,Mocha,468.74,49,172,Troy,4.09,0.03,Returning
2025-05-22,Bangalore,Bangalore - Branch 2,Americano,410.45,36,171,Teresa,3.09,0.01,Loyal
2025-06-30,London,London - Branch 1,Cappuccino,470.08,37,60,Evan,2.18,0.11,Loyal
2025-01-30,Lucknow,Lucknow - Branch 3,Cappuccino,182.85,58,72,Michael,4.82,0.05,New
2025-01-12,Lucknow,Lucknow - Branch 2,Americano,232.8,91,12,Tina,6.73,0.1,Returning
2025-04-17,Chennai,Chennai - Branch 3,Cappuccino,402.49,63,72,Dylan,6.48,0.03,Returning
2025-06-05,Jaipur,Jaipur - Branch 2,Cappuccino,470.44,83,177,April,6.82,0.04,Returning
2025-06-24,Mumbai,Mumbai - Branch 3,Frappuccino,212.57,44,95,Sydney,6.71,0.12,Loyal
2025-05-30,Surat,Surat - Branch 3,Americano,475.95,99,147,Jason,6.07,0.08,New
2025-07-08,Chennai,Chennai - Branch 2,Cappuccino,510.24,93,30,Thomas,4.76,0.13,New
2025-01-11,London,London - Branch 1,Cappuccino,220.36,45,101,Sergio,4.95,0.04,New
2025-04-23,Ahmedabad,Ahmedabad - Branch 1,Cappuccino,270.44,89,116,Stephanie,6.9,0.09,Returning
2025-02-02,Bangalore,Bangalore - Branch 2,Cappuccino,381.13,60,140,Raymond,5.92,0.01,Loyal
2025-02-24,New York,New York - Branch 3,Latte,296.34,52,185,Barbara,6.75,0.09,New
2025-04-07,Chennai,Chennai - Branch 1,Espresso,467.03,43,121,Brian,3.05,0.02,Returning
2025-02-03,Lucknow,Lucknow - Branch 1,Frappuccino,549.23,36,64,Marcia,2.13,0.12,Returning
2025-05-03,Jaipur,Jaipur - Branch 2,Espresso,521.79,74,33,Jennifer,6.89,0.11,Returning
2025-03-31,Pune,Pune - Branch 1,Cappuccino,496.33,65,18,Kathryn,2.68,0.1,Returning
2025-06-27,Pune,Pune - Branch 1,Latte,256.82,78,76,Tina,5.57,0.05,New
2025-03-12,Singapore,Singapore - Branch 2,Americano,424.05,35,43,Kyle,4.87,0.01,Loyal
2025-05-25,Surat,Surat - Branch 2,Americano,293.97,37,190,James,5.1,0.13,Loyal
2025-01-19,New York,New York - Branch 1,Cold Brew,262.3,40,182,Justin,1.96,0.01,Loyal
2025-01-12,Surat,Surat - Branch 2,Mocha,545.05,57,136,Pamela,3.79,0.04,Returning
2025-04-26,Dubai,Dubai - Branch 1,Americano,534.34,72,15,Martin,3.8,0.11,New
2025-05-18,Delhi,Delhi - Branch 3,Mocha,517.32,96,168,Todd,4.42,0.06,Returning
2025-04-11,Jaipur,Jaipur - Branch 1,Cappuccino,430.53,71,14,Jennifer,5.63,0.04,New
